mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_loss,param_penalty,param_tol,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.15240974426269532,0.01967420731074634,0.001307535171508789,0.0005494124565325537,log_loss,elasticnet,1e-05,"{'loss': 'log_loss', 'penalty': 'elasticnet', 'tol': 1e-05}",0.48945147679324896,0.5008445945945946,0.5067567567567568,0.5016891891891891,0.5591216216216216,0.5115727277910822,0.024438567079095273,2
0.11384282112121583,0.009725250802125987,0.0012063980102539062,0.0003955132700126338,modified_huber,l2,0.001,"{'loss': 'modified_huber', 'penalty': 'l2', 'tol': 0.001}",0.4286919831223629,0.4535472972972973,0.4527027027027027,0.44425675675675674,0.47128378378378377,0.4500965047325806,0.013855376087000605,20
0.1187260627746582,0.003298504973435495,0.001219940185546875,0.00038945545798240393,modified_huber,l2,0.0001,"{'loss': 'modified_huber', 'penalty': 'l2', 'tol': 0.0001}",0.44978902953586497,0.4197635135135135,0.46959459459459457,0.43665540540540543,0.4214527027027027,0.4394510491504162,0.018627196937008123,28
0.12437319755554199,0.0044911732982233265,0.0016392230987548827,0.0004846240007438466,modified_huber,l2,1e-05,"{'loss': 'modified_huber', 'penalty': 'l2', 'tol': 1e-05}",0.4540084388185654,0.45692567567567566,0.4831081081081081,0.4552364864864865,0.4282094594594595,0.45549763370965907,0.01738567199488821,16
0.15063557624816895,0.03134374154116617,0.0016746044158935547,0.0005966471582319979,modified_huber,l1,0.001,"{'loss': 'modified_huber', 'penalty': 'l1', 'tol': 0.001}",0.5021097046413502,0.41638513513513514,0.46283783783783783,0.4543918918918919,0.4501689189189189,0.45717869768502684,0.027465757895127122,13
0.1453111171722412,0.012141698698813872,0.0020556926727294924,0.0009932454754998407,modified_huber,l1,0.0001,"{'loss': 'modified_huber', 'penalty': 'l1', 'tol': 0.0001}",0.4573839662447257,0.43158783783783783,0.5025337837837838,0.41385135135135137,0.4577702702702703,0.4526254418975938,0.029953184421822786,18
0.1573620319366455,0.015728561616952064,0.0015783309936523438,0.0004705288845890518,modified_huber,l1,1e-05,"{'loss': 'modified_huber', 'penalty': 'l1', 'tol': 1e-05}",0.46835443037974683,0.4670608108108108,0.4484797297297297,0.4577702702702703,0.44425675675675674,0.45718439958946283,0.009649368450843337,12
0.1620936393737793,0.013166652839605684,0.0014424800872802734,0.0005672677655579972,modified_huber,elasticnet,0.001,"{'loss': 'modified_huber', 'penalty': 'elasticnet', 'tol': 0.001}",0.4312236286919831,0.48986486486486486,0.4670608108108108,0.4510135135135135,0.37584459459459457,0.44300148249515336,0.0386988009113115,22
0.2074584484100342,0.034449637533584127,0.0017842292785644532,0.0007116809138885393,modified_huber,elasticnet,0.0001,"{'loss': 'modified_huber', 'penalty': 'elasticnet', 'tol': 0.0001}",0.470042194092827,0.44341216216216217,0.4822635135135135,0.4670608108108108,0.4814189189189189,0.46883951989964645,0.014068444384357972,11
0.15580849647521972,0.005842826990679253,0.0011414527893066407,0.00023332668794848248,modified_huber,elasticnet,1e-05,"{'loss': 'modified_huber', 'penalty': 'elasticnet', 'tol': 1e-05}",0.46835443037974683,0.4467905405405405,0.4231418918918919,0.4704391891891892,0.4653716216216216,0.454819534724598,0.01792457166526137,17
0.10315666198730469,0.006684395484612256,0.001249074935913086,0.00030616484493921575,squared_hinge,l2,0.001,"{'loss': 'squared_hinge', 'penalty': 'l2', 'tol': 0.001}",0.43291139240506327,0.4231418918918919,0.41807432432432434,0.4214527027027027,0.4375,0.4266160622647964,0.00734551170429771,34
0.10902566909790039,0.007380682470592811,0.0014261245727539063,0.0003511711142410274,squared_hinge,l2,0.0001,"{'loss': 'squared_hinge', 'penalty': 'l2', 'tol': 0.0001}",0.38734177215189874,0.39864864864864863,0.36655405405405406,0.38513513513513514,0.4467905405405405,0.3968940301060554,0.02699174625534477,36
0.10224652290344238,0.009285972664788356,0.0010251522064208985,3.444646019909047e-05,squared_hinge,l2,1e-05,"{'loss': 'squared_hinge', 'penalty': 'l2', 'tol': 1e-05}",0.4421940928270042,0.3927364864864865,0.4501689189189189,0.43665540540540543,0.4594594594594595,0.43624287261945494,0.02307092330030795,31
0.11625809669494629,0.006342235223538556,0.0009527206420898438,0.0004964339722804153,squared_hinge,l1,0.001,"{'loss': 'squared_hinge', 'penalty': 'l1', 'tol': 0.001}",0.4666666666666667,0.42736486486486486,0.47466216216216217,0.4265202702702703,0.41047297297297297,0.4411373873873873,0.024977203306401897,24
0.13410911560058594,0.009975604321845384,0.001126241683959961,0.00021643162188651513,squared_hinge,l1,0.0001,"{'loss': 'squared_hinge', 'penalty': 'l1', 'tol': 0.0001}",0.4649789029535865,0.4189189189189189,0.47550675675675674,0.40878378378378377,0.43834459459459457,0.44130659140152806,0.0256816820483253,23
0.12829031944274902,0.011700543106876548,0.0014548778533935546,0.0005317510112047837,squared_hinge,l1,1e-05,"{'loss': 'squared_hinge', 'penalty': 'l1', 'tol': 1e-05}",0.4759493670886076,0.4231418918918919,0.43327702702702703,0.46959459459459457,0.4822635135135135,0.4568452788231269,0.023937329338221302,14
0.1295013427734375,0.010152381799283771,0.001261281967163086,0.00028353546578838737,squared_hinge,elasticnet,0.001,"{'loss': 'squared_hinge', 'penalty': 'elasticnet', 'tol': 0.001}",0.39324894514767933,0.4518581081081081,0.46199324324324326,0.46875,0.5025337837837838,0.45567681605656285,0.03554772119848252,15
0.13168730735778808,0.006598088045061351,0.0012464523315429688,0.0004997850566231521,squared_hinge,elasticnet,0.0001,"{'loss': 'squared_hinge', 'penalty': 'elasticnet', 'tol': 0.0001}",0.41434599156118146,0.46283783783783783,0.4670608108108108,0.3589527027027027,0.4822635135135135,0.4370921712852092,0.04522073440879852,29
0.144952392578125,0.011431176377638378,0.0008754730224609375,0.0002820419841051801,squared_hinge,elasticnet,1e-05,"{'loss': 'squared_hinge', 'penalty': 'elasticnet', 'tol': 1e-05}",0.44556962025316454,0.41216216216216217,0.44763513513513514,0.46790540540540543,0.47466216216216217,0.44958689702360594,0.021839850446703755,21
